,geneSymbol,moduleColor,GS.morphology,p.GS.morphology,MM.blue,p.MM.blue,MM.turquoise,p.MM.turquoise,MM.grey,p.MM.grey
hsa-mir-185,hsa-mir-185,turquoise,0.124835083,0.120487602,0.411104449,9.77E-08,0.771336693,4.96E-32,0.23740995,0.002843329
hsa-mir-199a-2,hsa-mir-199a-2,turquoise,0.124781186,0.120649175,0.471501328,5.21E-10,0.870038942,3.66E-49,0.264363228,0.000853383
hsa-mir-1287,hsa-mir-1287,turquoise,0.120730481,0.13327986,0.301455949,0.000131168,0.616931542,9.87E-18,0.41932896,5.08E-08
hsa-let-7f-2,hsa-let-7f-2,turquoise,0.113798145,0.157213219,0.065643471,0.415546787,0.391868965,4.22E-07,-0.010971662,0.891870299
hsa-mir-199b,hsa-mir-199b,turquoise,0.112243216,0.162999287,0.47617634,3.32E-10,0.870957077,2.20E-49,0.285690077,0.000300098
hsa-mir-769,hsa-mir-769,turquoise,0.110567415,0.169411598,0.575632848,3.82E-15,0.828152481,1.48E-40,0.266085871,0.000786737
hsa-mir-218-2,hsa-mir-218-2,turquoise,0.108511206,0.177533133,0.486130038,1.25E-10,0.680546518,1.48E-22,0.294472184,0.000190373
hsa-let-7a-1,hsa-let-7a-1,turquoise,0.106855009,0.18428069,0.240021816,0.002544439,0.644443299,1.12E-19,0.032984544,0.682704969
hsa-let-7a-3,hsa-let-7a-3,turquoise,0.106564867,0.185481864,0.241113394,0.002428186,0.646855599,7.37E-20,0.032317275,0.688787564
hsa-mir-195,hsa-mir-195,turquoise,0.106236147,0.186849664,0.49264823,6.46E-11,0.743435983,1.07E-28,0.130786057,0.103656929
hsa-let-7a-2,hsa-let-7a-2,turquoise,0.106027203,0.187722905,0.238963865,0.002661898,0.64433771,1.14E-19,0.03189573,0.69264055
hsa-mir-10a,hsa-mir-10a,turquoise,0.104200059,0.195486473,0.163602669,0.041277308,0.513067724,7.48E-12,0.066072831,0.412496457
hsa-mir-502,hsa-mir-502,turquoise,0.101864981,0.205744107,0.399854822,2.32E-07,0.643427467,1.33E-19,0.240056958,0.002540619
hsa-mir-98,hsa-mir-98,turquoise,0.101335193,0.208124322,0.514319451,6.52E-12,0.829377012,8.95E-41,0.27066815,0.00063205
hsa-let-7b,hsa-let-7b,turquoise,0.099841189,0.214942864,0.353968465,5.81E-06,0.698439484,3.86E-24,0.103544415,0.198328376
hsa-mir-146b,hsa-mir-146b,turquoise,0.099623048,0.21595163,0.287705365,0.000270688,0.555713562,5.07E-14,0.213415616,0.007472635
hsa-mir-340,hsa-mir-340,turquoise,0.096026299,0.233073082,0.26324319,0.000899455,0.552146692,7.92E-14,0.172258438,0.03153117
hsa-mir-653,hsa-mir-653,turquoise,0.095086269,0.237700858,0.488028227,1.03E-10,0.617999166,8.36E-18,0.460792788,1.42E-09
hsa-mir-181b-1,hsa-mir-181b-1,turquoise,0.091398988,0.256472193,0.147382823,0.066350867,0.489233489,9.14E-11,0.139935332,0.081452747
hsa-let-7i,hsa-let-7i,turquoise,0.091240323,0.257302184,0.273671185,0.000546432,0.714958144,1.04E-25,0.167792691,0.036282883
hsa-mir-103-1,hsa-mir-103-1,turquoise,0.090875854,0.259215732,0.391463675,4.34E-07,0.802979848,1.95E-36,0.219046157,0.006008289
hsa-mir-374a,hsa-mir-374a,turquoise,0.090476122,0.261325625,0.410892265,9.93E-08,0.613613478,1.65E-17,0.239230523,0.002631839
hsa-mir-152,hsa-mir-152,turquoise,0.087470086,0.277568739,0.545589909,1.77E-13,0.832710216,2.24E-41,0.249940554,0.001650972
hsa-mir-22,hsa-mir-22,turquoise,0.086386546,0.283587123,0.523334215,2.40E-12,0.791820512,8.52E-35,0.201177105,0.011792471
hsa-mir-23b,hsa-mir-23b,turquoise,0.085717717,0.287345408,0.39292331,3.90E-07,0.815384027,2.18E-38,0.208377135,0.009043176
hsa-mir-3926-2,hsa-mir-3926-2,turquoise,0.085669576,0.287617199,0.284553399,0.000317966,0.3974177,2.79E-07,0.093462278,0.245846427
hsa-mir-181a-1,hsa-mir-181a-1,turquoise,0.085384252,0.289231597,0.195373832,0.014517577,0.576378018,3.46E-15,0.124742774,0.120764433
hsa-mir-34c,hsa-mir-34c,turquoise,0.085211219,0.290213573,0.235594926,0.003069352,0.568907516,9.33E-15,0.053102935,0.510290154
hsa-mir-378c,hsa-mir-378c,turquoise,0.085072161,0.291004351,0.151272525,0.059421658,0.522687301,2.58E-12,0.252463411,0.001474913
hsa-mir-3913-1,hsa-mir-3913-1,turquoise,0.082754954,0.304392641,0.324367606,3.61E-05,0.622066986,4.42E-18,0.180192408,0.024388087
hsa-mir-181d,hsa-mir-181d,turquoise,0.081236381,0.313382857,0.246390457,0.001931217,0.640236498,2.28E-19,0.173189264,0.03061032
hsa-mir-101-1,hsa-mir-101-1,turquoise,0.081039479,0.314561102,0.522572507,2.61E-12,0.724776859,1.07E-26,0.270899057,0.000625052
hsa-mir-21,hsa-mir-21,turquoise,0.079949694,0.321134339,0.146614077,0.067795453,0.510676204,9.70E-12,0.100954234,0.209848062
hsa-mir-542,hsa-mir-542,turquoise,0.079385474,0.324572195,0.515900042,5.48E-12,0.684367641,6.95E-23,0.196242224,0.014077699
hsa-mir-450b,hsa-mir-450b,turquoise,0.077962043,0.333350316,0.289772241,0.000243322,0.513562042,7.09E-12,0.222546256,0.005232624
hsa-mir-15a,hsa-mir-15a,turquoise,0.075517073,0.348778659,0.380852711,9.36E-07,0.596321133,2.15E-16,0.245895208,0.001973577
hsa-mir-193a,hsa-mir-193a,turquoise,0.074815032,0.353290409,0.408535353,1.19E-07,0.69122418,1.73E-23,0.316858459,5.58E-05
hsa-mir-128-1,hsa-mir-128-1,turquoise,0.073319997,0.36301954,0.559737872,3.05E-14,0.860723028,5.20E-47,0.355982981,5.10E-06
hsa-mir-214,hsa-mir-214,turquoise,0.070486276,0.381910758,0.408737787,1.18E-07,0.697185913,5.02E-24,0.197269763,0.013572287
hsa-mir-1271,hsa-mir-1271,turquoise,-0.070010891,0.385137435,0.334662957,1.95E-05,0.579531833,2.26E-15,0.2615417,0.000973827
hsa-mir-874,hsa-mir-874,turquoise,0.069278164,0.390143021,0.272271347,0.000584916,0.628890778,1.49E-18,0.214478111,0.007174191
hsa-let-7f-1,hsa-let-7f-1,turquoise,0.06530416,0.417966678,0.087648105,0.276588254,0.480674182,2.14E-10,0.052559817,0.514631598
hsa-mir-887,hsa-mir-887,turquoise,-0.064985083,0.420249753,0.336521486,1.74E-05,0.462440169,1.22E-09,0.272453123,0.000579781
hsa-mir-125a,hsa-mir-125a,turquoise,0.063635393,0.429987009,0.410816054,9.99E-08,0.774287942,2.07E-32,0.232466275,0.003497319
hsa-mir-3926-1,hsa-mir-3926-1,turquoise,0.062744564,0.436484285,0.328957059,2.75E-05,0.472590616,4.69E-10,0.152706453,0.05702217
hsa-let-7e,hsa-let-7e,turquoise,0.061198206,0.447894643,0.124931631,0.120198588,0.449934714,3.80E-09,0.047297042,0.557662442
hsa-mir-128-2,hsa-mir-128-2,turquoise,0.058441965,0.468642804,0.544345748,2.06E-13,0.842329756,3.47E-43,0.32623846,3.24E-05
hsa-mir-629,hsa-mir-629,turquoise,0.058220645,0.470331375,0.276235576,0.00048193,0.594492756,2.79E-16,0.292817135,0.000207656
hsa-mir-107,hsa-mir-107,turquoise,0.057150907,0.478539697,0.339144712,1.48E-05,0.75687172,3.02E-30,0.137717256,0.086449243
hsa-mir-1180,hsa-mir-1180,turquoise,0.057140855,0.478617193,0.490387699,8.13E-11,0.484633381,1.45E-10,0.338047021,1.59E-05
hsa-let-7d,hsa-let-7d,turquoise,-0.056292886,0.485179066,0.247001969,0.001880055,0.622517849,4.12E-18,0.299750979,0.000143781
hsa-mir-181c,hsa-mir-181c,turquoise,0.054758916,0.497170992,0.354261068,5.70E-06,0.711509876,2.25E-25,0.145523315,0.069889012
hsa-mir-664,hsa-mir-664,turquoise,0.054601175,0.498412947,0.333715814,2.07E-05,0.555929385,4.94E-14,0.201338455,0.011723602
hsa-mir-30c-2,hsa-mir-30c-2,turquoise,0.054340937,0.500465467,0.254460823,0.001347866,0.438637432,1.02E-08,0.371106425,1.85E-06
hsa-mir-331,hsa-mir-331,turquoise,-0.054167158,0.501838545,0.254968458,0.001317212,0.548319352,1.27E-13,0.455157981,2.38E-09
hsa-mir-532,hsa-mir-532,turquoise,0.052048409,0.518736874,0.397042862,2.87E-07,0.631460394,9.79E-19,0.310281432,8.08E-05
hsa-mir-30d,hsa-mir-30d,turquoise,0.051564858,0.522633887,0.204110602,0.010594329,0.610554429,2.62E-17,0.153686188,0.05542906
hsa-mir-652,hsa-mir-652,turquoise,0.049297351,0.541104584,0.363234474,3.15E-06,0.665435951,2.65E-21,0.292616094,0.000209852
hsa-mir-766,hsa-mir-766,turquoise,-0.04754741,0.555576684,0.401020018,2.13E-07,0.593734063,3.11E-16,0.396665946,2.95E-07
hsa-mir-497,hsa-mir-497,turquoise,0.046910062,0.560893685,0.473774631,4.19E-10,0.737412059,4.94E-28,0.187962069,0.018786135
hsa-mir-328,hsa-mir-328,turquoise,-0.041350703,0.608276145,0.433197539,1.62E-08,0.574314407,4.56E-15,0.344408981,1.07E-05
hsa-mir-132,hsa-mir-132,turquoise,0.041286733,0.608831504,0.499862554,3.07E-11,0.641078307,1.98E-19,0.15248174,0.057392837
hsa-mir-378,hsa-mir-378,turquoise,0.040252834,0.617838151,0.236325462,0.002976497,0.550058053,1.02E-13,0.217900641,0.006283564
hsa-mir-103-2,hsa-mir-103-2,turquoise,0.03965348,0.623085616,0.244453498,0.00210174,0.545485122,1.79E-13,0.284267441,0.000322614
hsa-mir-212,hsa-mir-212,turquoise,-0.038280289,0.635179525,0.463323539,1.12E-09,0.588423521,6.60E-16,0.26267926,0.000923506
hsa-mir-421,hsa-mir-421,turquoise,0.037167095,0.645055038,0.294905518,0.000186074,0.601245594,1.05E-16,0.427394967,2.63E-08
hsa-mir-24-2,hsa-mir-24-2,turquoise,-0.035235009,0.662342441,0.239314054,0.002622486,0.576504627,3.40E-15,0.193462997,0.015527963
hsa-mir-744,hsa-mir-744,turquoise,-0.033229835,0.680474067,0.547119734,1.47E-13,0.670500867,1.03E-21,0.380741787,9.43E-07
hsa-mir-130a,hsa-mir-130a,turquoise,0.032313082,0.68882585,0.371239923,1.83E-06,0.668239007,1.57E-21,0.294990126,0.000185246
hsa-mir-708,hsa-mir-708,turquoise,-0.031665914,0.694744429,0.259725005,0.001059427,0.53259381,8.29E-13,0.148288985,0.0646804
hsa-mir-659,hsa-mir-659,turquoise,-0.031620181,0.695163384,0.334446515,1.98E-05,0.566162595,1.33E-14,0.278518804,0.000430494
hsa-mir-151,hsa-mir-151,turquoise,0.030637535,0.704187216,0.296146793,0.000174256,0.706451946,6.89E-25,0.318924514,4.95E-05
hsa-mir-1247,hsa-mir-1247,turquoise,0.026543493,0.74221633,0.319419046,4.81E-05,0.499791616,3.09E-11,0.124143177,0.122574598
hsa-mir-760,hsa-mir-760,turquoise,0.02293362,0.776276661,0.325011054,3.48E-05,0.528795103,1.29E-12,0.36921931,2.10E-06
hsa-mir-450a-1,hsa-mir-450a-1,turquoise,0.021839209,0.78669089,0.29216469,0.000214862,0.420472605,4.63E-08,0.226370807,0.004488573
hsa-mir-324,hsa-mir-324,turquoise,-0.016253532,0.840395847,0.387452272,5.82E-07,0.539389143,3.73E-13,0.456067016,2.19E-09
hsa-mir-143,hsa-mir-143,turquoise,0.014892992,0.853599557,0.243741908,0.002167744,0.561157568,2.55E-14,0.094652324,0.239858712
hsa-mir-1301,hsa-mir-1301,turquoise,-0.013328355,0.868834113,0.47568402,3.49E-10,0.650135469,4.17E-20,0.51803655,4.33E-12
hsa-mir-23a,hsa-mir-23a,turquoise,0.013228442,0.869808645,0.266131535,0.000785037,0.711434569,2.29E-25,0.218719161,0.006085749
hsa-mir-671,hsa-mir-671,turquoise,-0.010339294,0.898067807,0.317647814,5.33E-05,0.498330182,3.60E-11,0.300124933,0.000140922
hsa-mir-374b,hsa-mir-374b,turquoise,0.009124426,0.909991049,0.310386109,8.03E-05,0.55152519,8.55E-14,0.179845014,0.024668937
hsa-mir-218-1,hsa-mir-218-1,turquoise,-0.007573215,0.925244173,0.29133983,0.000224305,0.505588029,1.68E-11,0.112274403,0.162881695
hsa-mir-330,hsa-mir-330,turquoise,0.006262296,0.938155977,0.369221345,2.10E-06,0.586556164,8.57E-16,0.311094271,7.72E-05
hsa-mir-99b,hsa-mir-99b,turquoise,0.003262303,0.967759435,0.339243471,1.48E-05,0.627303469,1.92E-18,0.358232005,4.40E-06
hsa-mir-450a-2,hsa-mir-450a-2,turquoise,-0.000780608,0.99228348,0.369214679,2.10E-06,0.443155784,6.90E-09,0.213082921,0.007568326
hsa-mir-30e,hsa-mir-30e,turquoise,-0.000371029,0.996332237,0.450687754,3.55E-09,0.641838474,1.74E-19,0.472179876,4.88E-10
